run_id,scenario_id,repetition,seed,controller_mode,configuration_id,route,lighting,static_position,moving_speed_mps,duration_s,completed,lane_following_success,within_lane_fraction,mean_lane_error_m,max_lane_error_m,collision_count,min_static_clearance_m,min_moving_clearance_m,checkpoints_passed,failure_reason,detection_true_positive,detection_false_positive,stop_wait_observed,avoid_observed,rejoin_observed,stop_wait_time_s,avoidance_time_s,rejoin_time_s,moving_stop_distance_m,final_state
lane_straight_nominal_baseline_r03_s10003,lane_straight_nominal_baseline,3,10003,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r04_s10004,lane_straight_nominal_baseline,4,10004,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r05_s10005,lane_straight_nominal_baseline,5,10005,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r06_s10006,lane_straight_nominal_baseline,6,10006,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r07_s10007,lane_straight_nominal_baseline,7,10007,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r08_s10008,lane_straight_nominal_baseline,8,10008,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r09_s10009,lane_straight_nominal_baseline,9,10009,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_nominal_baseline_r10_s10010,lane_straight_nominal_baseline,10,10010,baseline,b2ecfa3a65604f8d,straight,nominal,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_r01_s10001,lane_straight_dim,1,10001,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r02_s10002,lane_straight_dim,2,10002,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r03_s10003,lane_straight_dim,3,10003,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r04_s10004,lane_straight_dim,4,10004,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r05_s10005,lane_straight_dim,5,10005,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r06_s10006,lane_straight_dim,6,10006,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r07_s10007,lane_straight_dim,7,10007,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r08_s10008,lane_straight_dim,8,10008,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r09_s10009,lane_straight_dim,9,10009,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_r10_s10010,lane_straight_dim,10,10010,vision,b2ecfa3a65604f8d,straight,dim,center,0.150,9.600,1,1,1.000000,0.001364,0.003743,0,14.179302,14.179302,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_dim_baseline_r01_s10001,lane_straight_dim_baseline,1,10001,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r02_s10002,lane_straight_dim_baseline,2,10002,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r03_s10003,lane_straight_dim_baseline,3,10003,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r04_s10004,lane_straight_dim_baseline,4,10004,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r05_s10005,lane_straight_dim_baseline,5,10005,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r06_s10006,lane_straight_dim_baseline,6,10006,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r07_s10007,lane_straight_dim_baseline,7,10007,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r08_s10008,lane_straight_dim_baseline,8,10008,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r09_s10009,lane_straight_dim_baseline,9,10009,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_dim_baseline_r10_s10010,lane_straight_dim_baseline,10,10010,baseline,b2ecfa3a65604f8d,straight,dim,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_r01_s10001,lane_straight_bright,1,10001,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r02_s10002,lane_straight_bright,2,10002,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r03_s10003,lane_straight_bright,3,10003,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r04_s10004,lane_straight_bright,4,10004,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r05_s10005,lane_straight_bright,5,10005,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r06_s10006,lane_straight_bright,6,10006,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r07_s10007,lane_straight_bright,7,10007,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r08_s10008,lane_straight_bright,8,10008,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r09_s10009,lane_straight_bright,9,10009,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_r10_s10010,lane_straight_bright,10,10010,vision,b2ecfa3a65604f8d,straight,bright,center,0.150,9.632,1,1,1.000000,0.008251,0.010414,0,14.167332,14.167332,1,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_straight_bright_baseline_r01_s10001,lane_straight_bright_baseline,1,10001,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r02_s10002,lane_straight_bright_baseline,2,10002,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r03_s10003,lane_straight_bright_baseline,3,10003,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r04_s10004,lane_straight_bright_baseline,4,10004,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r05_s10005,lane_straight_bright_baseline,5,10005,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r06_s10006,lane_straight_bright_baseline,6,10006,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r07_s10007,lane_straight_bright_baseline,7,10007,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r08_s10008,lane_straight_bright_baseline,8,10008,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r09_s10009,lane_straight_bright_baseline,9,10009,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_straight_bright_baseline_r10_s10010,lane_straight_bright_baseline,10,10010,baseline,b2ecfa3a65604f8d,straight,bright,center,0.150,8.864,1,1,1.000000,0.000000,0.000000,0,14.174541,14.174541,1,,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_r01_s10001,lane_curve_nominal,1,10001,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r02_s10002,lane_curve_nominal,2,10002,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r03_s10003,lane_curve_nominal,3,10003,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r04_s10004,lane_curve_nominal,4,10004,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r05_s10005,lane_curve_nominal,5,10005,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r06_s10006,lane_curve_nominal,6,10006,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r07_s10007,lane_curve_nominal,7,10007,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r08_s10008,lane_curve_nominal,8,10008,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r09_s10009,lane_curve_nominal,9,10009,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_r10_s10010,lane_curve_nominal,10,10010,vision,b2ecfa3a65604f8d,full,nominal,center,0.150,57.824,1,1,1.000000,0.032576,0.056867,0,13.213504,13.213504,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_nominal_baseline_r01_s10001,lane_curve_nominal_baseline,1,10001,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r02_s10002,lane_curve_nominal_baseline,2,10002,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r03_s10003,lane_curve_nominal_baseline,3,10003,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r04_s10004,lane_curve_nominal_baseline,4,10004,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r05_s10005,lane_curve_nominal_baseline,5,10005,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r06_s10006,lane_curve_nominal_baseline,6,10006,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r07_s10007,lane_curve_nominal_baseline,7,10007,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r08_s10008,lane_curve_nominal_baseline,8,10008,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r09_s10009,lane_curve_nominal_baseline,9,10009,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_nominal_baseline_r10_s10010,lane_curve_nominal_baseline,10,10010,baseline,b2ecfa3a65604f8d,full,nominal,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_r01_s10001,lane_curve_dim,1,10001,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r02_s10002,lane_curve_dim,2,10002,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r03_s10003,lane_curve_dim,3,10003,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r04_s10004,lane_curve_dim,4,10004,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r05_s10005,lane_curve_dim,5,10005,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r06_s10006,lane_curve_dim,6,10006,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r07_s10007,lane_curve_dim,7,10007,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r08_s10008,lane_curve_dim,8,10008,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r09_s10009,lane_curve_dim,9,10009,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_r10_s10010,lane_curve_dim,10,10010,vision,b2ecfa3a65604f8d,full,dim,center,0.150,57.280,1,1,1.000000,0.036548,0.057169,0,13.214738,13.214738,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_dim_baseline_r01_s10001,lane_curve_dim_baseline,1,10001,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r02_s10002,lane_curve_dim_baseline,2,10002,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r03_s10003,lane_curve_dim_baseline,3,10003,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r04_s10004,lane_curve_dim_baseline,4,10004,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r05_s10005,lane_curve_dim_baseline,5,10005,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r06_s10006,lane_curve_dim_baseline,6,10006,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r07_s10007,lane_curve_dim_baseline,7,10007,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r08_s10008,lane_curve_dim_baseline,8,10008,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r09_s10009,lane_curve_dim_baseline,9,10009,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_dim_baseline_r10_s10010,lane_curve_dim_baseline,10,10010,baseline,b2ecfa3a65604f8d,full,dim,center,0.150,120.000,0,0,0.140000,0.350386,0.406875,0,13.483564,13.483564,0,time_limit,0,0,0,0,0,0.000,0.000,0.000,,
lane_curve_bright_r01_s10001,lane_curve_bright,1,10001,vision,b2ecfa3a65604f8d,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,13.214968,13.214968,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
lane_curve_bright_r02_s10002,lane_curve_bright,2,10002,vision,b2ecfa3a65604f8d,full,bright,center,0.150,58.432,1,1,1.000000,0.031729,0.058373,0,13.214968,13.214968,3,,0,0,0,0,0,0.000,0.000,0.000,,FOLLOW_LANE
